Entry	Gene names	Length
Q9UQR0	SCML2	700
P55011	SLC12A2 NKCC1	1212
O60939	SCN2B UNQ326/PRO386	215
O75396	SEC22B SEC22L1	215
P30041	PRDX6 AOP2 KIAA0106	224
Q9BRX5	GINS3 PSF3	216
Q13332	PTPRS	1948
P49721	PSMB2	201
P39019	RPS19	145
Q5T653	MRPL2 CGI-22	305
Q8IXM3	MRPL41 BMRP MRPL27 RPML27 PIG3	137
Q7L523	RRAGA	313
P14678	SNRPB COD SNRPB1	240
Q15046	KARS1 KARS KIAA0070	597
Q6PIF2	SYCE2 CESC1	218
Q15431	SYCP1 SCP1	976
Q8IZU3	SYCP3 SCP3	236
Q9UQF0	ERVW-1 ERVWE1	538
P60508	ERVFRD-1 ERVFRDE1 UNQ6191/PRO20218	538
Q9BXM0	PRX KIAA1620	1461
P48556	PSMD8	350
P35243	RCVRN RCV1	200
A7KAX9	ARHGAP32 GRIT KIAA0712 RICS	2087
P35268	RPL22	128
P62899	RPL31	125
P46776	RPL27A	148
P52434	POLR2H	150
Q96E14	RMI2 C16orf75	147
Q9BYC9	MRPL20	149
Q9HD33	MRPL47 NCM1 CGI-204	250
Q13405	MRPL49 C11orf4 NOF1 OK/SW-cl.67	166
Q8IUQ4	SIAH1 HUMSIAH	282
Q13905	RAPGEF1 GRF2	1077
P12755	SKI	728
Q96BD6	SPSB1 SSB1	273
Q9GZT4	SRR	340
Q13813	SPTAN1 NEAS SPTA2	2472
Q99619	SPSB2 GRCC9 SSB2	263
P61009	SPCS3 SPC22 UNQ1841/PRO3567	180
O15020	SPTBN2 KIAA0302 SCA5	2390
Q96A44	SPSB4 SSB4	273
Q9HD40	SEPSECS TRNP48	501
O75934	BCAS2 DAM1	225
Q969W0	SPTSSA C14orf147 SSSPTA	71
O75940	SMNDC1 SMNR SPF30	238
Q96I25	RBM17 SPF45	401
Q5TCZ1	SH3PXD2A FISH KIAA0418 SH3MD1 TKS5	1133
Q07955	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3	248
P52788	SMS	366
Q01130	SRSF2 SFRS2	221
Q9UQ90	SPG7 CAR CMAR PGN	795
P84103	SRSF3 SFRS3 SRP20	164
P22090	RPS4Y1 RPS4Y PRO2646	263
P62701	RPS4X CCG2 RPS4 SCAR	263
O15264	MAPK13 PRKM13 SAPK4	365
Q8NB16	MLKL	471
Q02817	MUC2 SMUC	5179
Q9BUH6	PAXX C9orf142 XLS	204
Q86U42	PABPN1 PAB2 PABP2	306
Q06190	PPP2R3A PPP2R3	1150
Q9H361	PABPC3 PABP3 PABPL3	631
Q9Y5P8	PPP2R3B PPP2R3L	575
P56373	P2RX3	397
O43613	HCRTR1	425
Q86W56	PARG	976
O94913	PCF11 KIAA0824	1555
Q99497	PARK7	189
Q8N138	ORMDL3	153
O95544	NADK	446
P55085	F2RL1 GPR11 PAR2	397
Q9UHV9	PFDN2 PFD2 HSPC231	154
Q15119	PDK2 PDHK2	407
Q13637	RAB32	225
P07738	BPGM	259
Q8IWE5	PLEKHM2 KIAA0842 SKIP	1019
O15305	PMM2	246
Q9Y237	PIN4	131
Q9Y3B1	PRELID3B C20orf45 SLMO2 CGI-107	194
Q9NWB1	RBFOX1 A2BP A2BP1 FOX1 HRNBP1	397
Q13127	REST NRSF XBR	1097
Q06141	REG3A HIP PAP PAP1	175
P61313	RPL15 EC45 TCBAP0781	204
P62263	RPS14 PRO2640	151
Q8N8N7	PTGR2 ZADH1	351
P13686	ACP5	325
Q13882	PTK6 BRK	451
P62913	RPL11	178
O75792	RNASEH2A RNASEHI RNHIA	299
Q9H9A7	RMI1 C9orf76	625
Q9NVW2	RLIM RNF12	624
Q9UHA3	RSL24D1 C15orf15 RPL24L My024	163
Q14524	SCN5A	2016
Q9Y2H2	INPP5F KIAA0966 SAC2 MSTP007 MSTP047	1132
Q15858	SCN9A NENA	1988
Q9BWG6	SCNM1	230
Q9NZJ4	SACS KIAA0730	4579
P37088	SCNN1A SCNN1	669
Q9H633	RPP21 C6orf135 CAT60	154
Q9UBE0	SAE1 AOS1 SUA1 UBLE1A	346
O43819	SCO2	266
Q9UIL1	SCOC SCOCO HRIHFB2072	159
P55809	OXCT1 OXCT SCOT	520
Q8TBK2	SETD6	473
O75324	SNN	88
Q8IYB5	SMAP1	467
O60493	SNX3	162
Q8WTS6	SETD7 KIAA1717 KMT7 SET7 SET9	366
Q8WU79	SMAP2 SMAP1L	429
Q13342	SP140 LYSP100	867
Q53H47	SETMAR	684
Q5VUG0	SFMBT2 KIAA1617	894
Q9Y5X3	SNX5	404
Q9HB90	RRAGC	399
Q8TEU7	RAPGEF6 PDZGEF2	1601
O43159	RRP8 KIAA0409 NML hucep-1	456
O75586	MED6 ARC33	246
O15151	MDM4 MDMX	490
Q8N4Q1	CHCHD4 MIA40	142
Q99547	MPHOSPH6 MPP6	160
Q9Y697	NFS1 NIFS HUSSY-08	457
P16333	NCK1 NCK	377
P52952	NKX2-5 CSX NKX2.5 NKX2E	324
Q96CW9	NTNG2 KIAA1857 LMNT2 UNQ9381/PRO34206	530
Q02297	NRG1 GGF HGL HRGA NDF SMDF	640
Q9BV86	NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003	223
Q9BRQ3	NUDT22 PP11246	303
Q9ULB1	NRXN1 KIAA0578	1477
P58401	NRXN2	666
Q7Z494	NPHP3 KIAA2000	1330
Q04721	NOTCH2	2471
Q9UKX7	NUP50 NPAP60L PRO1146	468
O15504	NUP42 CG1 NUPL2	423
P52948	NUP98 ADAR2	1817
Q13438	OS9	667
Q08174	PCDH1	1060
O95340	PAPSS2 ATPSK2	614
Q9BSM1	PCGF1 NSPC1 RNF68	259
P22891	PROZ	400
Q9HCU5	PREB SEC12	417
P49720	PSMB3	205
Q9BT73	PSMG3 C7orf48 PAC3	122
P49207	RPL34	117
P62945	RPL41	25
Q96EY7	PTCD3 MRPS39 TRG15	689
O14522	PTPRT KIAA0283	1441
P61224	RAP1B OK/SW-cl.11	184
Q96NA2	RILP PP10141	401
Q6ZVN8	HJV HFE2 RGMC	426
P35250	RFC2	354
Q15382	RHEB RHEB2	184
P42331	ARHGAP25 KIAA0053	645
O95487	SEC24B	1268
Q01105	SET	290
O43236	SEPTIN4 C17orf47 PNUTL2 SEP4 SEPT4 hucep-7	478
Q92835	INPP5D SHIP SHIP1	1189
Q99719	SEPTIN5 PNUTL1 SEPT5	369
Q15637	SF1 ZFM1 ZNF162	639
P30626	SRI	198
Q8WVK2	SNRNP27	155
Q92599	SEPTIN8 KIAA0202 SEPT8	483
Q8TBC3	SHKBP1 SB1 PP203	707
Q92959	SLCO2A1 OATP2A1 SLC21A2	643
Q96DI7	SNRNP40 PRP8BP SFP38 WDR57	357
Q9UHD8	SEPTIN9 KIAA0991 MSF SEPT9	586
Q15459	SF3A1 SAP114	793
O14544	SOCS6 CIS4 SOCS4	535
P62847	RPS24	133
P62753	RPS6 OK/SW-cl.2	249
Q96EE3	SEH1L SEC13L SEH1	360
Q9UP95	SLC12A4 KCC1	1085
Q99584	S100A13	98
Q9UBT2	UBA2 SAE2 UBLE1B HRIHFB2115	640
Q9Y584	TIMM22 TEX4 TIM22	194
Q15019	SEPTIN2 DIFF6 KIAA0158 NEDD5 SEPT2	361
O14788	TNFSF11 OPGL RANKL TRANCE	317
Q13435	SF3B2 SAP145	895
O43291	SPINT2 HAI2 KOP	252
Q7RTN6	STRADA LYK5 STRAD	431
P0DMM9	SULT1A3 STM	295
O00338	SULT1C2 SULT1C1	296
Q15468	STIL SIL	1287
Q9NSD9	FARSB FARSLB FRSB HSPC173	589
O43463	SUV39H1 KMT1A SUV39H	412
Q9NWS0	PIH1D1 NOP17	290
P14859	POU2F1 OCT1 OTF1	743
Q9H875	PRKRIP1	184
Q9H3S7	PTPN23 KIAA1471	1636
P48382	RFX5	616
P61353	RPL27	136
P29353	SHC1 SHC SHCA	583
P42224	STAT1	750
O75446	SAP30	220
Q8N488	RYBP DEDAF YEAF1	228
Q92736	RYR2	4967
P47872	SCTR	440
Q14242	SELPLG	412
O94855	SEC24D KIAA0755	1032
Q9Y5X1	SNX9 SH3PX1 SH3PXD3A	595
P50591	TNFSF10 APO2L TRAIL	281
Q9UQE7	SMC3 BAM BMH CSPG6 SMC3L1	1217
Q96PQ0	SORCS2 KIAA1329	1159
O15357	INPPL1 SHIP2	1258
Q16181	SEPTIN7 CDC10 SEPT7	437
O43173	ST8SIA3 SIAT8C	380
Q13485	SMAD4 DPC4 MADH4	552
Q07837	SLC3A1 RBAT	685
Q9BYB0	SHANK3 KIAA1650 PROSAP2 PSAP2	1731
Q9BSV6	TSEN34 LENG5 SEN34	310
Q9NYA1	SPHK1 SK1 SPHK SPK	384
O43791	SPOP	374
Q9Y6N5	SQOR SQRDL CGI-44	450
Q9Y657	SPIN1 OCR SPIN	262
Q8WWQ8	STAB2 FEEL2 FELL FEX2 HARE	2551
Q496J9	SV2C KIAA1054	727
P07814	EPRS1 EPRS GLNS PARS QARS QPRS PIG32	1512
Q9UK80	USP21 USP23 PP1490	565
Q495M9	USH1G SANS	461
Q9HCE5	METTL14 KIAA1627	456
Q5VWZ2	LYPLAL1	237
Q8N4P3	HDDC3 MESH1	179
Q8N159	NAGS	534
Q9NQU5	PAK6 PAK5	681
Q86YC2	PALB2 FANCN	1186
Q9BY11	PACSIN1 KIAA1379	444
Q9HBI1	PARVB CGI-56	364
Q53GL7	PARP10	1025
Q9Y6F1	PARP3 ADPRT3 ADPRTL3	533
P56589	PEX3	373
P13667	PDIA4 ERP70 ERP72	645
Q14554	PDIA5 PDIR	519
Q9NVS9	PNPO	261
Q6P2Q9	PRPF8 PRPC8	2335
Q03181	PPARD NR1C2 PPARB	441
Q13427	PPIG	754
Q8IUH3	RBM45 DRB1 DRBP1	476
Q96IZ5	RBM41	413
Q8N0V3	RBFA C18orf22	343
O15034	RIMBP2 KIAA0318 RBP2	1052
Q15287	RNPS1 LDC2	305
Q9UFD9	RIMBP3 KIAA1666 RIMBP3A	1639
P30876	POLR2B	1174
P50120	RBP2 CRBP2	134
O43251	RBFOX2 FOX2 HRNBP2 RBM9 RTA	390
O94761	RECQL4 RECQ4	1208
P47914	RPL29	159
P34096	RNASE4 RNS4	147
P62851	RPS25	125
Q9H4B6	SAV1 WW45	383
Q9NV23	OLAH THEDC1	265
P25815	S100P S100E	95
P06702	S100A9 CAGB CFAG MRP14	114
Q96GD3	SCMH1	660
P58743	SLC26A5 PRES	744
Q9Y3V2	RWDD3 RSUME	267
P57772	EEFSEC SELB	596
Q86XR7	TICAM2 TIRAP3 TIRP TRAM	235
Q6ZMJ2	SCARA5 UNQ2938/PRO28700	495
Q08AE8	SPIRE1 KIAA1135 SPIR1	756
P36956	SREBF1 BHLHD1 SREBP1	1147
P12931	SRC SRC1	536
P08240	SRPRA SRPR	638
Q8IW75	SERPINA12	414
Q15005	SPCS2 KIAA0102 SPC25	226
Q8N2I9	STK40 SGK495 SHIK	435
P61764	STXBP1 UNC18A	594
Q9BR01	SULT4A1 SULTX3	284
P11086	PNMT PENT	282
O75400	PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225	957
P62424	RPL7A SURF-3 SURF3	266
P0DPB6	POLR1D	133
Q6P1L8	MRPL14 MRPL32 RPML32	145
P31645	SLC6A4 HTT SERT	630
Q9H0U6	MRPL18 HSPC071	180
P49406	MRPL19 KIAA0104 MRPL15	292
Q9NWU5	MRPL22 MRPL25 RPML25 HSPC158	206
Q96EP0	RNF31 ZIBRA	1072
P62277	RPS13	151
P17900	GM2A	193
P21817	RYR1 RYDR	5038
Q96BY9	SARAF TMEM66 XTP3 HSPC035 NPD003 PSEC0019 UNQ1967/PRO4499	339
Q9UPW6	SATB2 KIAA1034	733
P23297	S100A1 S100A	94
Q9H2X9	SLC12A5 KCC2 KIAA1176	1139
Q9Y3Z3	SAMHD1 MOP5	626
O95977	S1PR4 EDG6	384
P57060	RWDD2B C21orf6 GL011	319
Q9H446	RWDD1 DFRP2 CGI-24 PTD013	243
P60059	SEC61G	68
P48067	SLC6A9	706
Q8WXH5	SOCS4 SOCS7	440
P62316	SNRPD2 SNRPD1	118
O75888	TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715	250
Q96L92	SNX27 KIAA0488 My014	541
P35270	SPR	261
O15269	SPTLC1 LCB1	473
O15270	SPTLC2 KIAA0526 LCB2	562
Q96DR4	STARD4	205
Q96FX7	TRMT61A C14orf172 TRM61	289
P31948	STIP1	543
Q6ZMT1	STAC2	411
Q13586	STIM1 GOK	685
Q8NBK3	SUMF1 PSEC0152 UNQ3037/PRO9852	374
P14868	DARS1 DARS PIG40	501
Q9H5I1	SUV39H2 KMT1B	410
O43776	NARS1 NARS NRS	548
P05543	SERPINA7 TBG	415
Q14863	POU6F1 BRN5 MPOU TCFB1	301
Q96GD0	PDXP CIN PLP PLPP	296
Q9UNA4	POLI RAD30B	740
Q9UMZ3	PTPRQ	2332
P28074	PSMB5 LMPX MB1 X	263
Q7Z7H8	MRPL10 MRPL8 RPML8	261
O15160	POLR1C POLR1E	346
Q9Y3B7	MRPL11 CGI-113	192
Q8IXW5	RPAP2 C1orf82	612
Q9P015	MRPL15 HSPC145	296
Q9NX20	MRPL16 PNAS-111	251
Q7Z2W9	MRPL21	205
Q9Y225	RNF24	148
Q96BH1	RNF25	459
Q96A35	MRPL24	216
O95059	RPP14	124
Q9BUL9	RPP25	199
O95707	POP4 RPP29	220
P26373	RPL13 BBC1 OK/SW-cl.46	211
P32969	RPL9 OK/SW-cl.103; RPL9P7; RPL9P8; RPL9P9	192
Q8NCN4	RNF169 KIAA1991	708
Q9P0M9	MRPL27 HSPC250	148
P62070	RRAS2 TC21	204
Q5VT52	RPRD2 KIAA0460 HSPC099	1461
P04843	RPN1	607
O15389	SIGLEC5 CD33L2 OBBP2	551
Q9H4L7	SMARCAD1 KIAA1122	1026
Q8NBJ7	SUMF2 PSEC0171 UNQ1968/PRO4500	301
P61956	SUMO2 SMT3B SMT3H2	95
Q08188	TGM3	693
Q8N1Q8	THEM5 ACOT15	247
Q9Y253	POLH RAD30 RAD30A XPV	713
P11309	PIM1	313
Q6NW40	RGMB	437
Q8TEB9	RHBDD1 RHBDL4 HSD-50 HSD50	315
Q15493	RGN SMP30	299
P22626	HNRNPA2B1 HNRPA2B1	353
Q9H6L5	RETREG1 FAM134B JK1	497
Q9BYZ8	REG4 GISP RELP	158
P18621	RPL17	184
P19387	POLR2C A-152E5.7	275
Q5TBB1	RNASEH2B DLEU8	312
Q92730	RND1 RHO6	232
Q8N983	MRPL43	215
P62249	RPS16	146
Q14247	CTTN EMS1	550
Q9Y3A4	RRP7A CGI-96	280
P62081	RPS7	194
P15880	RPS2 RPS4	293
O95926	SYF2 CBPIN GCIPIP	243
Q6P1X5	TAF2 CIF150 TAF2B	1199
Q8NHR7	TERB2 C15orf43	220
P07101	TH TYH	528
Q86T82	USP37 KIAA1594	979
Q86XI6	PPP1R3B PPP1R4	285
Q9H0N5	PCBD2 DCOH2 DCOHM	130
P51665	PSMD7 MOV34L	324
Q99436	PSMB7 Z	277
O75475	PSIP1 DFS70 LEDGF PSIP2	530
P40306	PSMB10 LMP10 MECL1	273
O14593	RFXANK ANKRA1 RFXB	260
P51449	RORC NR1F3 RORG RZRG	518
Q9BUI4	POLR3C	534
Q9NW08	POLR3B	1133
Q9BT43	POLR3GL	218
O75394	MRPL33 C2orf1	65
Q12770	SCAP KIAA0199 PSEC0227	1279
Q96EL3	MRPL53	112
P08047	SP1 TSFP1	785
O95721	SNAP29	258
Q92565	RAPGEF5 GFR KIAA0277 MRGEF	580
P20132	SDS SDH	328
Q6SZW1	SARM1 KIAA0524 SAMD2 SARM	724
P06703	S100A6 CACY	90
P62304	SNRPE	92
Q9H228	S1PR5 EDG8	398
Q9UPN6	SCAF8 CCAP7 KIAA1116 RBM16	1271
Q15436	SEC23A	765
Q92575	UBXN4 KIAA0242 UBXD2 UBXDC1	508
O94888	UBXN7 KIAA0794 UBXD7	489
O95801	TTC4 My044	387
P22735	TGM1 KTG	817
Q9BX59	TAPBPL	468
Q96BZ9	TBC1D20 C20orf140	403
Q86SZ2	TRAPPC6B	158
Q4KMQ1	TPRN C9orf75	711
Q9BZY9	TRIM31 C6orf13 RNF	425
Q15628	TRADD	312
Q96B49	TOMM6 OBTP TOM6	74
Q9H944	MED20 TRFP	212
O96028	NSD2 KIAA1090 MMSET TRX5 WHSC1	1365
P27361	MAPK3 ERK1 PRKM3	379
Q9NPF4	OSGEP GCPL1	335
P05165	PCCA	728
Q5VVQ6	YOD1 DUBA8 HIN7 OTUD2 PRO0907	348
P68402	PAFAH1B2 PAFAHB	229
Q9P2E7	PCDH10 KIAA1400	1040
Q13093	PLA2G7 PAFAH	441
Q96QU1	PCDH15 USH1F	1955
Q8TE49	OTUD7A C15orf16 CEZANNE2 OTUD7	926
Q6GQQ9	OTUD7B ZA20D1	843
O14917	PCDH17 PCDH68 PCH68	1159
Q96FW1	OTUB1 OTB1 OTU1 HSPC263	271
Q9HCL0	PCDH18 KIAA1562	1135
P04054	PLA2G1B PLA2 PLA2A PPLA2	148
Q96DC9	OTUB2 C14orf137 OTB2 OTU2	234
Q8TAB3	PCDH19 KIAA1313	1148
Q5VV17	OTUD1 DUBA7 OTDC1	481
Q5T2D3	OTUD3 KIAA0459	398
Q8NCC3	PLA2G15 LYPLA3 UNQ341/PRO540	412
Q9NUU6	OTULINL FAM105A	356
Q96BN8	OTULIN FAM105B	352
P47712	PLA2G4A CPLA2 PLA2G4	749
P48039	MTNR1A	350
Q9H3J6	MTRFR C12orf65 My030	166
P49286	MTNR1B	362
Q86XP0	PLA2G4D	818
Q9BV20	MRI1 MRDI UNQ6390/PRO21135	369
Q9UBK8	MTRR	698
Q9UBG0	MRC2 CLEC13E ENDO180 KIAA0709 UPARAP	1479
Q7Z6M4	MTERF4 MTERFD2 HSPC096	381
P14923	JUP CTNNG DP3	745
P01833	PIGR	764
P49642	PRIM1	420
P05187	ALPP PLAP	535
O14684	PTGES MGST1L1 MPGES1 PGES PIG12	152
P30044	PRDX5 ACR1 SBBI10	214
P23471	PTPRZ1 HTPZP2 PTPRZ PTPRZ2 PTPZ	2315
P63165	SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43	101
Q15583	TGIF1 TGIF	401
A0A578	TRBV5-1 TCRBV5S1A1T	114
Q9UMX0	UBQLN1 DA41 PLIC1	589
Q9NWW9	PLAAT2 HRASLS2	162
P49643	PRIM2 PRIM2A	509
P04070	PROC	461
P78527	PRKDC HYRC HYRC1	4128
Q9UHX1	PUF60 FIR ROBPI SIAHBP1	559
Q06323	PSME1 IFI5111	249
Q96A58	RERG	199
Q8WWV3	RTN4IP1 NIMP	396
Q9NY72	SCN3B KIAA1158	215
Q9P2J5	LARS1 KIAA1352 LARS	1176
Q8WXD0	RXFP2 GPR106 GREAT LGR8	754
Q9HBX9	RXFP1 LGR7	757
P61619	SEC61A1 SEC61A	476
P51531	SMARCA2 BAF190B BRM SNF2A SNF2L2	1590
P09012	SNRPA	282
Q96I45	TMEM141	108
Q6PI26	SHQ1	577
P08582	MELTF MAP97 MFI2	738
Q9BSF4	TIMM29 c19orf52	260
Q149N8	SHPRH KIAA2023	1683
Q9H0F6	SHARPIN SIPL1 PSEC0216	387
Q9Y5X0	SNX10	201
O95150	TNFSF15 TL1 VEGI	251
P48431	SOX2	317
Q96L94	SNX22	193
Q9H3E2	SNX25 MSTP043	840
Q8WV41	SNX33 SH3PX3 SH3PXD3C SNX30	574
P48436	SOX9	509
Q02880	TOP2B	1626
Q06643	LTB TNFC TNFSF3	244
Q9BYW2	SETD2 HIF1 HYPB KIAA1732 KMT3A SET2 HSPC069	2564
P23497	SP100	879
Q9Y5J7	TIMM9 TIM9 TIM9A TIMM9A	89
Q9Y2Z0	SUGT1	365
Q14BN4	SLMAP KIAA1601 SLAP UNQ1847/PRO3577	828
O43765	SGTA SGT SGT1	313
Q92854	SEMA4D C9orf164 CD100 SEMAJ	862
Q8TAD8	SNIP1	396
Q99816	TSG101	390
P11277	SPTB SPTB1	2137
Q12772	SREBF2 BHLHD2 SREBP2	1141
P14410	SI	1827
Q5TCY1	TTBK1 BDTK KIAA1855	1321
Q687X5	STEAP4 STAMP2 TNFAIP9	459
Q86Y82	STX12	276
Q13190	STX5 STX5A	355
Q15833	STXBP2 UNC18B	593
P15923	TCF3 BHLHB21 E2A ITF1	654
Q00059	TFAM TCF6 TCF6L2	246
Q16513	PKN2 PRK2 PRKCL2	984
P12272	PTHLH PTHRP	177
Q06830	PRDX1 PAGA PAGB TDPX2	199
P78563	ADARB1 ADAR2 DRADA2 RED1	741
Q9P2F6	ARHGAP20 KIAA1391	1191
Q8TB24	RIN3	985
Q9BYD2	MRPL9	267
Q9BRS2	RIOK1 RIO1	568
P46783	RPS10	165
Q9NRR4	DROSHA RN3 RNASE3L RNASEN	1374
P08294	SOD3	240
Q9BQC6	MRPL57 MRP63	102
Q9UHW9	SLC12A6 KCC3	1150
O95104	SCAF4 KIAA1172 SFRS15	1147
Q12874	SF3A3 SAP61	501
Q9Y3B4	SF3B6 SAP14 SF3B14 SF3B14A CGI-110 HSPC175 HT006	125
Q92673	SORL1 C11orf32	2214
P04179	SOD2	222
O43615	TIMM44 MIMT44 TIM44	452
P03986	TRGC2 TCRGC2	189
Q9UNG2	TNFSF18 AITRL GITRL TL6 UNQ149/PRO175	177
Q9H7B4	SMYD3 ZMYND1 ZNFN3A1	428
Q9NVA2	SEPTIN11 SEPT11	429
Q15772	SPEG APEG1 KIAA1297	3267
Q92783	STAM STAM1	540
Q13285	NR5A1 AD4BP FTZF1 SF1	461
Q9Y5Y6	ST14 PRSS14 SNC19 TADG15	855
Q9H668	STN1 OBFC1	368
P51692	STAT5B	787
Q13029	PRDM2 KMT8 RIZ	1718
P28749	RBL1	1068
Q6ZSG1	RNF165	346
P22670	RFX1	979
Q07020	RPL18	188
P62829	RPL23	140
O75575	CRCP	148
Q68DV7	RNF43	783
O76064	RNF8 KIAA0646	485
Q8TCC3	MRPL30 MRPL28 RPML28 HSPC249	161
O95486	SEC24A	1093
Q96E11	MRRF	262
Q9P2R7	SUCLA2	463
Q9UHB9	SRP68	627
P78362	SRPK2	688
Q8N0X7	SPART KIAA0610 SPG20 TAHCCP1	666
Q8TCJ2	STT3B SIMP	826
Q9UM82	SPATA2 KIAA0757 PD1	520
Q08945	SSRP1 FACT80	709
O75897	SULT1C4 SULT1C2	302
Q13043	STK4 KRS2 MST1	487
O75716	STK16 MPSK1 PKL12 TSF1	305
Q9C026	TRIM9 KIAA0282 RNF91	710
Q9UJA5	TRMT6 KIAA1153 TRM6 CGI-09	497
Q9UBP6	METTL1 C12orf1	276
P07477	PRSS1 TRP1 TRY1 TRYP1	247
O75962	TRIO	3097
Q8IYB8	SUPV3L1 SUV3	786
Q6ZYL4	GTF2H5 C6orf175 TTDA	71
P10828	THRB ERBA2 NR1A2 THR1	461
O15178	TBXT T	435
Q15562	TEAD2 TEF4	447
P25942	CD40 TNFRSF5	277
Q9NZC2	TREM2	230
Q15399	TLR1 KIAA0012	786
Q9BYJ4	TRIM34 IFP1 RNF21	488
Q15661	TPSAB1 TPS1 TPS2 TPSB1	275
Q8NER1	TRPV1 VR1	839
Q9NR56	MBNL1 EXP KIAA0428 MBNL	388
Q05BQ5	MBTD1	628
P32245	MC4R	332
P55081	MFAP1	439
Q99707	MTR	1265
Q00987	MDM2	491
Q16820	MEP1B	701
Q9H492	MAP1LC3A	121
Q96GX9	APIP CGI-29	242
P13995	MTHFD2 NMDMC	350
Q96RE7	NACC1 BTBD14B NAC1	527
P09619	PDGFRB PDGFR PDGFR1	1106
Q6IA69	NADSYN1	706
Q86W24	NLRP14 NALP14 NOD5	1093
P49821	NDUFV1 UQOR1	464
O95168	NDUFB4	129
P16435	POR CYPOR	677
Q96S42	NODAL	347
P46934	NEDD4 KIAA0093 NEDD4-1 PIG53	1319
P19878	NCF2 NOXA2 P67PHOX	526
Q99784	OLFM1 NOE1 NOEL1	485
Q13772	NCOA4 ARA70 ELE1 RFG	614
Q9HCD5	NCOA5 KIAA1637	579
P25116	F2R CF2R PAR1 TR	425
Q13563	PKD2 TRPP2	968
P16885	PLCG2	1265
Q99453	PHOX2B PMX2B	314
P22061	PCMT1	227
Q9UNP9	PPIE CYP33	301
Q06124	PTPN11 PTP2C SHPTP2	593
P42680	TEC PSCTK4	631
Q9BUR4	WRAP53 TCAB1 WDR79	548
Q8IWU9	TPH2 NTPH	490
Q7L0Y3	TRMT10C MRPP1 RG9MTD1	403
P11387	TOP1	765
Q9H3S4	TPK1	243
Q5GJ75	TNFAIP8L3 TIPE3	292
O14656	TOR1A DQ2 DYT1 TA TORA	332
P08138	NGFR TNFRSF16	427
O15533	TAPBP NGS17 TAPA	448
O60602	TLR5 TIL3	858
Q96T88	UHRF1 ICBP90 NP95 RNF106	793
O43156	TTI1 KIAA0406 SMG10	1089
Q9UKW4	VAV3	847
Q9H171	ZBP1 C20orf183 DLM1	429
Q8NAP3	ZBTB38	1195
Q8TCS8	PNPT1 PNPASE	783
P02776	PF4 CXCL4 SCYB4	101
P23470	PTPRG PTPG	1445
Q99460	PSMD1	953
Q01826	SATB1	763
P34741	SDC2 HSPG1	201
Q9UIY3	RWDD2A RWDD2	292
Q9Y6D0	SELENOK SELK HSPC030 HSPC297	94
O94979	SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334	1220
P02787	TF PRO1400	698
O43175	PHGDH PGDH3	533
P35610	SOAT1 ACACT ACACT1 ACAT ACAT1 SOAT STAT	550
Q6ZNX1	SHLD3 FLJ26957 RINN1	250
O60264	SMARCA5 SNF2H WCRF135	1052
Q53GS9	USP39 CGI-21 HSPC332 PRO2855	565
Q15036	SNX17 KIAA0064	470
Q9UMY4	SNX12	162
Q8TF72	SHROOM3 KIAA1481 SHRML MSTP013	1996
Q9Y343	SNX24 SBBI31 UNQ654/PRO1284	169
P00441	SOD1	154
P01375	TNF TNFA TNFSF2	233
Q15047	SETDB1 ESET KIAA0067 KMT1E	1291
Q8IYM1	SEPTIN12 SEPT12	358
P01241	GH1	217
Q13239	SLA SLAP SLAP1	276
P48023	FASLG APT1LG1 CD95L FASL TNFSF6	281
Q15796	SMAD2 MADH2 MADR2	467
Q14493	SLBP HBP	270
Q96H15	TIMD4 TIM4	378
Q12872	SFSWAP SFRS8 SWAP	951
Q8TAQ2	SMARCC2 BAF170	1214
Q8WW01	TSEN15 C1orf19 SEN15	171
O00267	SUPT5H SPT5 SPT5H	1087
Q13501	SQSTM1 ORCA OSIL	440
Q5JUX0	SPIN3	258
Q9HD15	SRA1 PP7684	224
P29508	SERPINB3 SCCA SCCA1	390
P49903	SEPHS1 SELD SPS SPS1	392
P49675	STAR STARD1	285
Q9NSY2	STARD5	213
O75391	SPAG7	227
Q76I76	SSH2 KIAA1725 SSH2L	1423
P09132	SRP19	144
O60284	ST18 KIAA0535 ZNF387	1047
Q6ZWJ1	STXBP4	553
Q9Y2H1	STK38L KIAA0965 NDR2	464
O43493	TGOLN2 TGN46 TGN51	437
Q96EK4	THAP11 HRIHFB2206	314
Q3YBR2	TBRG1 NIAM	411
P09110	ACAA1 ACAA PTHIO	424
Q00403	GTF2B TF2B TFIIB	316
Q15560	TCEA2	299
O15162	PLSCR1	318
O43447	PPIH CYP20 CYPH	177
Q13356	PPIL2	520
P09683	SCT	121
P48443	RXRG NR2B3	463
P21673	SAT1 SAT	171
Q9Y6U3	SCIN KIAA1905	715
P33764	S100A3 S100E	101
P04271	S100B	92
Q9HCY8	S100A14 S100A15	104
Q6NUK1	SLC25A24 APC1 MCSC1 SCAMC1	477
Q07699	SCN1B	218
